n,m,p,mode,rep,seed,T_stop,converged,cycle_len,phi_0,phi_f,k_components,winner_flip,winner_item,consensus_frac,delta_FR
20,10,0.3,sync,102,1725450967,12,0,2,1932,78,1,0,2,1.0,29.4
150,12,0.3,sync,22,1811178060,6,1,0,155538,0,150,1,9,1.0,45.49333333333333
20,8,0.3,sync,53,1522949159,8,1,0,1586,0,20,0,0,1.0,19.5
20,8,0.3,async,8,1227936143,120,1,0,1300,0,20,1,0,1.0,19.2
100,12,0.5,async,44,1759445447,537,1,0,119020,0,100,0,9,1.0,45.12
20,10,0.7,sync,117,1544770649,5,1,0,4538,0,20,1,2,1.0,29.7
150,5,0.7,sync,58,1428326903,3,1,0,62476,0,150,0,4,1.0,7.493333333333333
100,5,0.2,async,2,1039976962,767,1,0,8006,0,100,0,0,1.0,7.56
150,10,0.5,sync,68,721337787,3,1,0,185814,0,150,0,2,1.0,30.506666666666668
20,10,0.2,async,36,1575439040,168,1,0,1548,44,18,1,5,0.9,27.6
20,15,0.3,sync,107,1836866000,13,0,2,4436,154,1,0,2,1.0,65.5
20,10,0.3,sync,13,719613168,11,0,2,1738,266,1,1,2,1.0,28.7
50,12,0.3,async,57,1041051592,275,1,0,18370,0,50,0,11,1.0,43.28
20,15,0.5,async,26,1902318130,125,1,0,6830,0,20,0,6,1.0,65.3
20,8,0.2,async,35,2008038648,112,1,0,1024,0,20,0,3,1.0,19.3
100,10,0.3,async,22,2122296929,417,1,0,48170,0,100,1,0,1.0,30.94
100,8,0.2,async,94,1251226761,627,1,0,20350,0,100,1,1,1.0,20.26
150,8,0.05,sync,6,261179918,14,0,2,11470,556,8,0,2,0.5933333333333334,19.986666666666668
20,15,0.1,sync,88,770127956,9,0,2,1528,1340,1,0,3,0.35,76.1
20,15,0.7,async,115,982502824,81,1,0,10510,0,20,1,1,1.0,63.3
50,8,0.5,sync,99,2085391604,5,1,0,12840,0,50,0,3,1.0,19.4
200,8,0.1,sync,61,775355546,6,1,0,41716,0,200,1,0,1.0,20.42
200,12,0.1,async,44,1519915746,1915,1,0,98584,0,200,1,2,1.0,45.85
200,5,0.7,async,31,191559690,783,1,0,112080,0,200,1,4,1.0,7.63
150,15,0.2,async,70,1883991464,1049,1,0,163064,0,150,0,4,1.0,70.69333333333333
200,15,0.05,sync,18,150569100,14,1,0,73792,0,200,1,0,1.0,70.98
200,12,0.7,sync,88,967475438,3,1,0,661410,0,200,0,2,1.0,45.06
200,5,0.3,async,104,533943776,1094,1,0,47324,0,200,1,0,1.0,7.92
100,15,0.2,sync,16,1089295757,9,1,0,71146,0,100,1,0,1.0,69.42
50,8,0.5,sync,109,29453394,5,1,0,12820,0,50,1,3,1.0,19.28
100,12,0.3,async,6,1440979278,733,1,0,71888,0,100,0,0,1.0,43.74
50,8,0.3,sync,32,842582663,6,1,0,7494,0,50,1,6,1.0,18.84
20,12,0.05,async,28,1633853093,141,1,0,964,118,13,0,0,0.7,39.8
200,5,0.3,sync,115,1586387971,3,1,0,47784,0,200,0,3,1.0,7.62
100,15,0.3,sync,34,574190823,5,1,0,112074,0,100,0,7,1.0,68.66
150,5,0.05,sync,52,470013082,16,0,2,4228,556,8,1,1,0.5533333333333333,8.133333333333333
200,5,0.7,async,66,412629836,1106,1,0,111414,0,200,0,2,1.0,7.64
200,5,0.1,sync,119,1509726784,8,1,0,15682,0,200,0,2,1.0,7.62
20,10,0.1,async,39,2031238037,214,1,0,860,136,9,0,8,0.35,29.5
20,5,0.7,async,101,1041974953,116,1,0,1154,0,20,0,2,1.0,7.5
200,5,0.2,sync,45,1040012139,6,1,0,32308,0,200,0,0,1.0,7.65
50,12,0.7,sync,38,776795786,4,1,0,41554,0,50,1,3,1.0,42.6
20,5,0.05,async,77,1176188903,137,1,0,174,22,15,0,0,1.0,7.3
150,15,0.05,sync,91,178907631,18,0,2,46236,648,6,1,1,1.0,71.49333333333334
100,5,0.05,sync,6,256065119,24,0,2,2198,298,15,1,0,1.0,7.88
150,10,0.3,sync,69,1149660001,5,1,0,110334,0,150,1,0,1.0,31.546666666666667
200,8,0.1,sync,52,303203477,5,1,0,43028,0,200,1,2,1.0,19.96
50,15,0.3,sync,7,504520555,13,1,0,28636,0,50,1,5,1.0,68.64
100,8,0.5,sync,16,1346739828,5,1,0,52422,0,100,0,5,1.0,19.96
50,15,0.5,sync,53,2044184138,7,1,0,44458,0,50,0,5,1.0,67.32
150,10,0.1,sync,114,1378654860,12,1,0,37918,0,150,1,8,1.0,31.466666666666665
100,5,0.1,async,17,1310608284,1120,1,0,3654,0,100,0,1,1.0,7.64
150,12,0.5,async,103,788904716,823,1,0,267676,0,150,1,7,1.0,44.52
100,10,0.05,sync,3,1859438175,32,0,2,9596,638,2,1,0,1.0,32.46
150,8,0.1,sync,30,100371994,9,1,0,23250,0,150,1,0,1.0,20.25333333333333
20,12,0.5,sync,104,737340448,6,1,0,4304,0,20,0,11,1.0,41.3
100,12,0.3,sync,103,544791643,8,1,0,73148,0,100,0,0,1.0,45.46
200,5,0.2,sync,6,293223756,4,1,0,30986,0,200,0,4,1.0,7.71
200,5,0.3,sync,97,542744946,3,1,0,47232,0,200,0,2,1.0,7.68
20,12,0.1,async,20,421364335,146,1,0,1544,214,5,1,0,1.0,41.2
20,10,0.2,sync,11,622990914,22,0,2,1022,286,1,0,2,0.45,25.5
50,5,0.2,sync,27,1037430689,5,1,0,2014,0,50,1,0,1.0,7.08
50,15,0.2,sync,18,1674868434,17,0,2,18074,1014,1,1,5,1.0,67.08
50,8,0.7,async,62,682455776,208,1,0,17938,0,50,0,4,1.0,18.76
100,12,0.7,async,77,1754994037,346,1,0,165488,0,100,1,6,1.0,43.32
20,15,0.3,async,70,182564865,184,1,0,3612,220,9,1,3,1.0,65.1
50,8,0.7,sync,71,447968472,3,1,0,17932,0,50,0,2,1.0,18.36
150,8,0.05,sync,1,215407199,10,1,0,11954,0,150,0,0,1.0,19.64
200,15,0.2,sync,71,1867213217,6,1,0,295286,0,200,0,3,1.0,71.12
200,5,0.05,sync,17,1016537342,10,1,0,7300,0,200,1,0,1.0,7.65
150,5,0.3,async,62,1555264552,987,1,0,26418,0,150,0,1,1.0,7.546666666666667
150,12,0.5,sync,43,974494400,3,1,0,268916,0,150,0,6,1.0,44.86666666666667
150,5,0.7,async,4,1350198623,592,1,0,62960,0,150,0,0,1.0,7.653333333333333
50,10,0.05,sync,75,1967976697,22,0,2,2650,994,6,0,2,0.52,27.36
100,5,0.3,sync,25,1959768148,6,1,0,12188,0,100,0,4,1.0,7.72
200,15,0.7,sync,70,1794491850,4,1,0,1041210,0,200,1,5,1.0,71.16
50,8,0.7,sync,63,1643354533,3,1,0,17964,0,50,0,0,1.0,18.92
100,15,0.5,async,22,1510007889,537,1,0,183394,0,100,1,0,1.0,69.98
100,10,0.05,async,37,1924930414,2425,1,0,8084,142,37,1,2,0.79,31.88
100,10,0.5,sync,29,1939432929,4,1,0,83260,0,100,0,7,1.0,31.38
20,8,0.3,sync,74,1325433404,9,1,0,1228,0,20,0,0,1.0,18.3
50,8,0.7,async,27,461385630,203,1,0,17576,0,50,1,1,1.0,19.12
50,8,0.7,sync,41,272671045,2,1,0,19198,0,50,0,7,1.0,18.52
100,8,0.7,async,104,889444201,618,1,0,71894,0,100,1,7,1.0,19.26
200,8,0.3,sync,118,2116549741,4,1,0,125166,0,200,1,1,1.0,20.2
20,15,0.3,sync,104,930541132,10,0,2,3700,674,1,0,12,1.0,61.3
100,8,0.5,async,35,1374252797,381,1,0,51512,0,100,0,7,1.0,19.54
150,8,0.3,async,26,883672554,687,1,0,71634,0,150,1,2,1.0,19.72
50,8,0.3,sync,65,1924204958,6,1,0,7722,0,50,0,5,1.0,19.08
200,10,0.5,sync,119,172169080,4,1,0,329802,0,200,0,8,1.0,30.98
200,15,0.1,sync,2,1030822559,6,1,0,151054,0,200,0,3,1.0,70.4
20,15,0.7,async,58,1438893951,77,1,0,9920,0,20,0,11,1.0,66.1
50,12,0.05,async,101,1498928022,799,1,0,3368,428,16,1,5,0.42,42.04
200,12,0.7,async,85,767789943,1280,1,0,669646,0,200,0,8,1.0,45.42
200,12,0.05,sync,27,899545380,21,0,2,46866,3224,1,0,6,1.0,46.89
150,10,0.1,async,1,469986208,1034,1,0,36536,0,150,0,6,1.0,32.2
50,12,0.05,sync,39,397586207,43,0,2,3982,2302,1,0,5,0.38,49.68
200,10,0.1,async,67,1417760780,2256,1,0,65624,0,200,0,3,1.0,31.57
20,10,0.3,async,118,58263376,187,1,0,2018,0,20,0,0,1.0,27.7
50,12,0.5,sync,91,1300919715,4,1,0,29182,0,50,0,0,1.0,43.28
150,10,0.2,async,119,1776271973,884,1,0,76226,0,150,0,0,1.0,30.626666666666665
150,15,0.7,async,4,1165243652,961,1,0,583892,0,150,0,0,1.0,70.01333333333334
200,5,0.05,sync,110,400609730,9,1,0,7628,0,200,1,0,1.0,7.62
200,5,0.7,async,84,1356933974,1127,1,0,111952,0,200,1,3,1.0,7.77
100,10,0.7,async,103,1185694328,357,1,0,114306,0,100,1,4,1.0,30.52
200,15,0.2,sync,22,1028879396,5,1,0,300288,0,200,1,4,1.0,70.85
100,12,0.05,sync,72,433499424,34,0,2,12060,1844,1,1,0,1.0,45.1
100,12,0.7,sync,30,1496952342,4,1,0,165212,0,100,0,4,1.0,44.62
50,5,0.5,async,54,1161288179,161,1,0,4676,0,50,0,0,1.0,7.04
200,5,0.5,sync,79,1206095438,2,1,0,79750,0,200,0,3,1.0,7.7
200,10,0.1,sync,103,551584922,8,1,0,66038,0,200,0,3,1.0,31.04
200,10,0.1,async,101,2118776444,1557,1,0,63152,0,200,1,3,1.0,31.74
100,5,0.05,async,47,848940726,1799,1,0,1982,144,46,1,0,0.6,7.68
100,10,0.5,sync,105,2046739309,4,1,0,81610,0,100,0,5,1.0,30.98
100,5,0.05,sync,92,454916937,20,0,2,2022,306,10,0,0,1.0,6.94
100,5,0.7,sync,0,1983385651,3,1,0,27824,0,100,0,3,1.0,7.54
150,8,0.3,sync,5,374548936,5,1,0,69088,0,150,0,2,1.0,20.066666666666663
150,12,0.5,sync,17,1225576323,4,1,0,262356,0,150,0,2,1.0,44.76
150,8,0.5,sync,23,1462201979,4,1,0,117230,0,150,0,1,1.0,20.14666666666667
100,10,0.3,async,68,2054305882,616,1,0,49050,0,100,1,4,1.0,31.12
20,12,0.5,sync,50,2100056443,8,1,0,4376,0,20,1,5,1.0,41.9
50,5,0.2,sync,80,55321325,3,1,0,1992,0,50,0,0,1.0,7.16
20,5,0.2,async,108,1264362557,137,1,0,340,36,11,1,1,0.65,6.6
150,5,0.5,async,28,833178569,553,1,0,44808,0,150,1,1,1.0,7.533333333333333
150,5,0.7,async,68,79028066,765,1,0,62398,0,150,0,3,1.0,7.36
100,12,0.3,async,12,1106145366,473,1,0,70590,0,100,1,8,1.0,45.06
20,8,0.05,async,49,779487705,393,1,0,396,38,17,1,1,0.8,19.3
200,15,0.7,sync,85,1931810007,4,1,0,1045528,0,200,1,14,1.0,72.27
50,10,0.5,async,40,906238780,270,1,0,19762,0,50,0,0,1.0,31.36
100,5,0.5,sync,8,1389573146,3,1,0,19776,0,100,0,0,1.0,7.22
150,8,0.3,async,16,792127116,777,1,0,69854,0,150,1,0,1.0,20.133333333333333
20,15,0.5,async,53,1171290689,117,1,0,6704,0,20,1,9,1.0,58.0
50,10,0.05,sync,45,1792679270,13,0,2,1976,1940,1,0,0,0.34,32.76
150,10,0.5,async,92,2037447386,946,1,0,183932,0,150,1,3,1.0,31.666666666666668
200,12,0.3,async,47,781797503,914,1,0,289580,0,200,0,10,1.0,45.69
150,15,0.05,async,95,1311926354,3431,1,0,39514,0,150,1,1,1.0,70.89333333333333
20,15,0.2,async,74,2068353287,354,1,0,2620,330,6,1,0,1.0,61.2
200,12,0.7,sync,18,425996259,3,1,0,662294,0,200,0,11,1.0,45.58
100,15,0.05,sync,33,737534918,49,0,2,19268,940,2,0,1,1.0,71.62
200,15,0.05,sync,3,2160734591,13,1,0,77662,0,200,1,1,1.0,71.54
20,12,0.1,sync,114,766335480,10,0,2,1136,898,1,1,0,0.2,31.7
150,5,0.05,sync,11,583776848,11,0,2,4606,610,9,1,0,1.0,7.68
150,8,0.7,sync,80,1967881908,3,1,0,165494,0,150,0,3,1.0,19.546666666666667
150,10,0.2,sync,119,1069632600,8,1,0,73872,0,150,0,2,1.0,30.786666666666665
20,8,0.2,async,57,1330577375,123,1,0,926,0,20,1,4,1.0,20.4
50,5,0.05,sync,16,290721900,17,0,2,666,436,1,0,1,0.64,8.04
50,15,0.5,async,61,1456098563,203,1,0,43666,0,50,0,3,1.0,68.84
150,8,0.1,sync,60,275669421,11,1,0,23602,0,150,1,3,1.0,20.266666666666666
20,15,0.5,async,83,1445927003,85,1,0,7528,0,20,0,1,1.0,65.4
20,12,0.05,async,57,2011083529,105,1,0,882,90,14,0,3,1.0,38.2
150,10,0.7,async,113,1507457902,747,1,0,256178,0,150,0,3,1.0,30.68
200,15,0.5,sync,110,1320745473,4,1,0,744510,0,200,0,7,1.0,71.34
150,5,0.05,async,37,1039334298,1408,1,0,4386,0,150,1,0,1.0,8.106666666666667
200,10,0.3,async,46,70172311,2115,1,0,198568,0,200,1,3,1.0,31.84
20,12,0.5,async,72,787071745,134,1,0,4154,0,20,0,10,1.0,40.6
150,8,0.7,sync,37,794714175,2,1,0,163486,0,150,0,5,1.0,19.69333333333333
200,10,0.2,async,17,973677325,1615,1,0,132682,0,200,0,7,1.0,31.95
20,15,0.05,async,86,328656931,143,1,0,1486,200,12,1,5,0.35,59.8
200,15,0.3,async,65,1449277430,1020,1,0,443120,0,200,1,6,1.0,70.5
150,5,0.3,sync,33,241000247,4,1,0,26640,0,150,0,1,1.0,7.8
20,15,0.05,sync,38,649899641,17,0,2,1536,1162,1,1,0,0.7,73.7
100,10,0.05,async,33,1498551064,1207,1,0,7558,338,23,1,1,1.0,30.74
50,12,0.7,async,79,27508595,189,1,0,42850,0,50,0,2,1.0,44.08
20,8,0.7,sync,2,503103800,9,0,2,2800,328,1,0,6,1.0,19.0
100,5,0.7,async,60,992475117,1039,1,0,27616,0,100,0,3,1.0,7.28
50,8,0.1,async,5,1777208940,494,1,0,2666,188,10,0,2,0.84,18.64
20,15,0.3,sync,44,480607391,14,0,2,4378,1560,1,1,3,0.7,61.9
200,8,0.1,sync,41,592264670,7,1,0,42050,0,200,0,1,1.0,20.05
150,5,0.3,async,86,2164734778,744,1,0,27418,0,150,0,0,1.0,7.546666666666667
50,12,0.05,sync,13,648668130,21,0,2,3706,1224,1,1,0,0.4,46.56
20,5,0.3,sync,67,1611716195,14,0,2,412,82,1,0,2,0.75,6.1
20,10,0.3,sync,47,1420628832,9,1,0,2268,0,20,0,2,1.0,29.6
20,5,0.7,sync,71,896692971,7,1,0,1026,0,20,0,0,1.0,6.8
100,5,0.05,async,17,673643299,1602,1,0,1872,0,100,1,0,1.0,7.72
200,10,0.3,sync,12,810000922,4,1,0,193352,0,200,1,1,1.0,31.53
50,10,0.7,sync,117,1472209248,3,1,0,28076,0,50,0,6,1.0,29.76
20,12,0.5,sync,108,1163719798,5,1,0,4756,0,20,0,4,1.0,41.2
50,15,0.05,async,76,993240216,666,1,0,5548,842,11,1,3,0.52,69.12
100,8,0.7,async,96,2084830262,660,1,0,73944,0,100,0,2,1.0,20.04
20,10,0.3,async,42,2098440644,200,1,0,1648,44,10,1,6,1.0,28.1
100,8,0.1,async,44,1831472473,715,1,0,10272,0,100,1,0,1.0,20.62
50,15,0.5,async,17,762876348,265,1,0,46146,0,50,1,5,1.0,69.24
150,5,0.3,async,109,1007327987,1212,1,0,27128,0,150,0,3,1.0,7.8
50,12,0.5,async,70,156930082,217,1,0,29646,0,50,1,2,1.0,44.16
50,15,0.2,sync,10,722770847,16,0,2,16758,230,1,1,1,1.0,69.68
150,8,0.3,async,13,2033285896,884,1,0,68960,0,150,1,5,1.0,20.04
20,5,0.1,async,47,1649169313,224,1,0,242,0,20,0,0,1.0,7.5
200,12,0.7,async,109,1377260169,1175,1,0,657248,0,200,1,0,1.0,45.47
20,10,0.1,async,111,1712165067,101,1,0,966,252,5,0,4,0.35,25.0
20,15,0.3,async,53,905798857,198,1,0,4086,104,7,1,2,1.0,62.5
150,8,0.2,async,29,1685761882,816,1,0,47954,0,150,0,2,1.0,19.586666666666662
200,12,0.05,sync,13,381620592,14,0,2,48252,1008,4,0,4,1.0,45.79
20,5,0.2,async,87,1561217199,176,1,0,358,42,13,0,0,1.0,5.9
150,12,0.1,async,26,293672598,1123,1,0,53916,0,150,1,3,1.0,44.81333333333333
200,12,0.05,sync,80,2164258551,20,1,0,50124,0,200,0,6,1.0,45.54
100,5,0.3,async,105,299009627,593,1,0,11572,0,100,1,0,1.0,7.6
20,8,0.05,async,110,749475928,155,1,0,386,50,16,0,1,1.0,14.6
50,8,0.3,async,30,262290537,164,1,0,7778,0,50,1,4,1.0,18.56
100,10,0.2,async,4,1026139238,660,1,0,32962,0,100,1,2,1.0,30.8
100,15,0.2,async,6,1704389692,788,1,0,72114,0,100,0,0,1.0,68.92
200,12,0.2,async,90,997790833,1559,1,0,190586,0,200,1,3,1.0,45.42
100,8,0.7,sync,57,1484341369,4,1,0,73420,0,100,0,2,1.0,20.08
150,5,0.05,async,110,240315810,1373,1,0,4530,0,150,1,0,1.0,7.946666666666666
200,10,0.7,sync,84,1497009026,4,1,0,459012,0,200,1,0,1.0,31.38
100,15,0.3,async,36,420278047,756,1,0,110210,0,100,0,2,1.0,70.36
20,8,0.1,sync,92,1766697005,10,0,2,444,354,1,1,1,0.45,11.6
200,5,0.05,sync,91,1984395871,18,1,0,7810,0,200,0,0,1.0,7.61
100,15,0.05,async,42,574163562,2107,1,0,19416,1528,7,1,3,1.0,72.7
20,5,0.1,sync,115,80793575,13,0,2,202,158,1,1,2,0.45,9.5
100,10,0.05,async,10,409135320,2141,1,0,8130,862,15,1,1,1.0,31.74
20,12,0.05,sync,12,372484925,23,0,2,1216,598,1,0,8,0.35,48.6
150,5,0.3,sync,105,1970072038,3,1,0,26302,0,150,0,3,1.0,7.12
200,10,0.1,sync,88,414266765,8,1,0,64346,0,200,1,1,1.0,31.9
50,5,0.2,async,99,472719342,269,1,0,1996,0,50,0,0,1.0,7.64
20,12,0.05,sync,66,1157252578,13,0,2,1058,920,1,1,0,0.6,44.6
100,10,0.05,sync,62,542494899,47,0,2,8246,742,1,1,0,1.0,31.94
50,5,0.1,sync,14,1788239034,9,0,2,1080,162,6,0,3,1.0,7.04
200,12,0.5,sync,27,1499721884,3,1,0,469086,0,200,0,10,1.0,45.4
150,8,0.5,sync,4,898504472,3,1,0,116632,0,150,0,4,1.0,19.813333333333333
150,15,0.5,async,94,244564728,1457,1,0,410224,0,150,1,7,1.0,71.26666666666667
20,15,0.3,async,47,1339971656,155,1,0,4356,34,3,1,0,1.0,70.1
100,15,0.05,sync,21,1506541629,37,0,2,20228,824,3,0,0,1.0,72.06
100,12,0.2,sync,95,882342188,7,1,0,47242,0,100,0,1,1.0,43.58
100,10,0.3,sync,38,1073030195,5,1,0,48440,0,100,0,9,1.0,30.96
150,10,0.5,async,84,1184688686,833,1,0,182324,0,150,1,4,1.0,31.293333333333333
150,12,0.5,async,90,1938518058,715,1,0,267122,0,150,1,10,1.0,43.84
50,15,0.05,async,51,863715508,911,1,0,6160,1070,7,1,0,0.66,63.24
200,12,0.5,async,57,333513923,1378,1,0,468770,0,200,0,3,1.0,44.92
50,12,0.3,async,89,455135757,341,1,0,18498,0,50,1,5,1.0,45.56
100,15,0.5,sync,99,530068265,4,1,0,180602,0,100,0,3,1.0,69.0
50,8,0.5,async,100,1069261548,275,1,0,13644,0,50,1,5,1.0,19.4
20,10,0.5,sync,102,1185621949,5,1,0,3326,0,20,1,0,1.0,28.2
150,10,0.05,async,36,1782155205,2409,1,0,18686,302,23,1,1,1.0,30.68
150,15,0.05,async,92,405601486,2327,1,0,43608,0,150,1,3,1.0,72.84
20,12,0.7,sync,74,2107953113,4,1,0,6076,0,20,1,0,1.0,41.3
150,8,0.3,async,61,1104742700,736,1,0,71074,0,150,0,3,1.0,20.026666666666667
50,15,0.1,sync,87,535165748,29,0,2,8488,1022,1,0,2,1.0,73.0
20,8,0.3,async,86,474690374,155,1,0,1172,0,20,0,6,1.0,17.8
50,8,0.05,async,88,432770905,522,1,0,1582,334,19,1,0,1.0,18.24
20,12,0.7,async,16,1504106596,159,1,0,6448,0,20,0,2,1.0,42.9
200,10,0.2,async,28,585277245,1023,1,0,135622,0,200,0,3,1.0,32.04
200,12,0.1,sync,109,1308982833,7,1,0,94414,0,200,0,8,1.0,44.99
100,10,0.7,sync,40,1317898007,3,1,0,115200,0,100,1,9,1.0,31.24
20,12,0.7,async,35,2067804103,126,1,0,6352,0,20,0,5,1.0,41.0
150,5,0.7,sync,72,1946251691,2,1,0,62716,0,150,0,4,1.0,7.546666666666667
150,12,0.5,sync,79,715619028,4,1,0,267944,0,150,0,10,1.0,45.96
150,5,0.1,async,14,1204981125,1376,1,0,8596,0,150,0,1,1.0,7.786666666666667
200,10,0.7,async,82,916716900,1591,1,0,460156,0,200,0,9,1.0,31.58
100,15,0.7,async,37,1045752490,426,1,0,257782,0,100,0,5,1.0,69.9
200,8,0.3,async,91,64570109,1015,1,0,127196,0,200,0,2,1.0,20.27
150,8,0.2,sync,61,293867787,7,1,0,45096,0,150,0,3,1.0,20.093333333333334
150,5,0.3,async,38,945794326,980,1,0,27510,0,150,1,0,1.0,7.573333333333333
200,5,0.7,sync,119,871364747,2,1,0,111062,0,200,0,2,1.0,7.61
20,5,0.2,sync,117,1012930095,17,1,0,302,0,20,0,2,1.0,6.7
50,8,0.5,sync,93,372080755,4,1,0,13148,0,50,0,7,1.0,18.8
150,10,0.5,async,70,666763898,1238,1,0,183016,0,150,1,4,1.0,31.32
200,5,0.2,sync,73,2075861715,3,1,0,31808,0,200,0,4,1.0,7.68
50,5,0.05,async,84,152570066,384,1,0,636,78,25,0,0,1.0,7.08
20,8,0.05,async,50,299542187,176,1,0,486,92,12,1,1,0.55,18.4
50,12,0.7,async,57,804308755,299,1,0,41326,0,50,0,0,1.0,45.32
100,5,0.5,async,61,2018762892,634,1,0,19792,0,100,0,2,1.0,7.38
100,8,0.05,sync,89,381063887,19,0,2,5004,1154,1,0,0,1.0,20.56
150,5,0.7,async,34,1525496050,808,1,0,61808,0,150,0,4,1.0,7.333333333333333
100,15,0.7,async,14,55675633,658,1,0,259820,0,100,1,9,1.0,70.16
100,10,0.05,sync,41,839349541,35,0,2,7982,1088,2,1,2,0.55,31.3
150,8,0.7,sync,114,422075037,4,1,0,163944,0,150,0,4,1.0,19.6
150,12,0.05,async,17,813280493,3280,1,0,25512,0,150,1,2,1.0,45.17333333333333
50,15,0.2,async,14,1955128457,425,1,0,16536,0,50,1,13,1.0,70.36
50,10,0.7,async,21,1888451365,259,1,0,28516,0,50,1,6,1.0,29.56
150,10,0.1,sync,36,2131900629,9,1,0,36644,0,150,1,1,1.0,31.37333333333333
20,10,0.5,sync,84,241317811,5,1,0,2928,0,20,0,0,1.0,28.2
100,12,0.05,async,19,2074630148,3171,1,0,10246,376,26,1,0,1.0,44.96
50,12,0.7,async,68,415908675,237,1,0,39912,0,50,1,0,1.0,42.72
100,12,0.7,async,76,2135600668,740,1,0,166676,0,100,0,2,1.0,43.78
100,10,0.7,sync,81,1104795354,4,1,0,115982,0,100,0,1,1.0,31.16
200,10,0.7,async,90,1868814487,1187,1,0,458872,0,200,0,9,1.0,31.46
100,12,0.05,async,63,719707602,1642,1,0,11720,506,14,1,0,1.0,46.66
100,12,0.7,sync,24,1931125141,4,1,0,167780,0,100,1,4,1.0,45.2
100,8,0.05,async,59,59466970,996,1,0,5318,162,30,1,1,1.0,20.88
200,15,0.7,async,29,1372071078,1536,1,0,1038258,0,200,1,3,1.0,71.42
20,10,0.3,sync,14,339006537,14,0,2,1598,378,1,1,0,0.75,28.5
20,8,0.05,async,86,140005702,264,1,0,484,76,11,1,1,0.45,17.3
20,12,0.2,sync,2,463770606,14,0,2,1870,798,1,1,2,0.75,36.4
50,10,0.5,sync,113,1548064567,4,1,0,19508,0,50,1,8,1.0,29.48
50,8,0.1,sync,46,1710405777,39,0,2,2786,968,1,1,0,0.64,21.72
50,8,0.2,async,115,1058334147,253,1,0,4768,0,50,0,5,1.0,18.76
50,10,0.5,sync,80,466442272,4,1,0,18666,0,50,0,1,1.0,29.8
50,12,0.2,async,43,2034256750,471,1,0,11140,0,50,0,8,1.0,45.48
20,5,0.7,async,54,1589911518,58,1,0,1124,0,20,1,0,1.0,7.6
50,10,0.3,async,109,220669960,228,1,0,11570,0,50,1,4,1.0,30.92
100,8,0.5,async,96,1344241020,493,1,0,52206,0,100,0,4,1.0,20.42
50,10,0.5,sync,50,291144845,6,1,0,19974,0,50,0,4,1.0,29.68
50,12,0.2,async,101,1097920105,417,1,0,10878,0,50,0,0,1.0,45.6
20,10,0.05,sync,93,936697475,13,0,2,738,576,1,0,3,0.85,34.2
200,12,0.1,async,66,842454473,1435,1,0,94318,0,200,0,4,1.0,46.43
150,12,0.05,async,18,432673862,3275,1,0,28478,0,150,1,5,1.0,45.693333333333335
20,8,0.2,async,62,1376350094,168,1,0,712,34,10,0,2,0.6,18.4
100,15,0.5,async,112,2135239057,595,1,0,186802,0,100,1,10,1.0,70.9
200,5,0.1,async,75,1523143942,1342,1,0,16088,0,200,0,4,1.0,7.72
100,10,0.2,sync,87,954189613,6,1,0,32878,0,100,0,1,1.0,30.86
200,12,0.2,async,115,1226654428,1507,1,0,186944,0,200,1,2,1.0,45.51
200,10,0.2,async,34,250443333,1632,1,0,133154,0,200,0,2,1.0,31.92
50,15,0.1,sync,58,2126745338,20,0,2,8500,590,3,1,3,1.0,66.52
100,8,0.7,async,12,1025426295,768,1,0,74272,0,100,1,4,1.0,20.16
200,10,0.2,sync,63,99708018,6,1,0,130540,0,200,1,0,1.0,31.09
50,15,0.05,sync,42,1733068827,28,0,2,6222,2394,1,1,1,0.4,63.28
150,8,0.1,async,56,555929444,1519,1,0,22488,0,150,1,0,1.0,19.89333333333333
200,12,0.1,sync,117,2161741533,10,1,0,90638,0,200,0,6,1.0,45.7
200,8,0.5,async,106,1809542896,1580,1,0,207946,0,200,0,1,1.0,20.09
20,8,0.1,async,53,1037511190,151,1,0,570,42,11,0,1,1.0,17.7
200,15,0.5,async,59,2148942061,1241,1,0,747972,0,200,0,4,1.0,71.06
20,8,0.3,sync,60,708169729,13,0,2,1022,150,1,0,4,0.55,17.9
150,12,0.05,sync,100,1546651718,12,1,0,29142,0,150,1,3,1.0,44.73333333333333
200,10,0.3,async,84,1197567325,1262,1,0,194622,0,200,1,1,1.0,31.49
200,10,0.3,sync,80,64548602,4,1,0,198090,0,200,0,1,1.0,30.79
150,5,0.3,sync,29,1862765658,3,1,0,27268,0,150,0,3,1.0,7.386666666666667
200,5,0.2,async,115,1335852941,957,1,0,32332,0,200,0,4,1.0,7.56
20,5,0.05,async,66,1564588983,97,1,0,160,42,13,1,3,0.45,4.7
150,12,0.2,async,1,1857497672,1433,1,0,106826,0,150,1,7,1.0,45.61333333333334
150,5,0.5,async,16,1602185280,959,1,0,44184,0,150,1,0,1.0,7.533333333333333
100,8,0.05,sync,97,1233822587,20,0,2,5104,242,13,1,0,1.0,20.34
200,5,0.2,async,9,1053249134,1150,1,0,31444,0,200,1,0,1.0,7.82
20,15,0.2,sync,73,1841659432,17,0,2,2686,2038,1,1,1,0.5,76.4
20,5,0.5,async,67,942532845,56,1,0,730,0,20,1,1,1.0,7.4
150,12,0.2,sync,46,1463473883,5,1,0,105110,0,150,1,4,1.0,45.54666666666667
