n,m,p,mode,rep,seed,T_stop,converged,cycle_len,phi_0,phi_f,k_components,winner_flip,winner_item,consensus_frac,delta_FR
150,15,0.2,sync,75,1223124810,13,1,0,169336,0,150,0,2,1.0,70.4
150,12,0.3,sync,52,1986475487,4,1,0,159514,0,150,0,0,1.0,43.66666666666666
100,15,0.05,async,95,1838876733,1661,1,0,19436,626,8,1,0,1.0,71.14
100,8,0.05,async,55,1681232381,3272,1,0,5370,0,100,1,2,1.0,19.62
150,8,0.5,async,11,790364415,1027,1,0,117866,0,150,0,2,1.0,19.546666666666667
50,12,0.1,async,23,1984479039,1101,1,0,6102,0,50,1,5,1.0,46.56
100,10,0.5,async,53,1913379730,422,1,0,81776,0,100,1,9,1.0,31.38
150,15,0.3,async,72,1461855019,938,1,0,251676,0,150,0,7,1.0,71.48
200,5,0.2,async,61,551085288,1162,1,0,31962,0,200,0,2,1.0,7.59
150,12,0.3,sync,57,2032248206,6,1,0,162918,0,150,0,2,1.0,45.28
200,12,0.05,async,40,456571411,3820,1,0,47748,0,200,1,3,1.0,46.84
100,10,0.2,sync,43,260967398,7,1,0,32168,0,100,0,2,1.0,29.86
20,5,0.2,sync,54,1903494021,17,0,2,370,56,1,0,4,1.0,7.6
150,15,0.3,async,85,212902790,819,1,0,251696,0,150,1,8,1.0,71.64
150,10,0.1,async,14,1467856514,1454,1,0,37142,0,150,1,1,1.0,31.92
50,5,0.1,async,74,697989613,371,1,0,852,76,29,1,1,1.0,7.88
20,10,0.1,async,114,371667400,325,1,0,712,72,11,1,2,1.0,29.8
20,10,0.05,async,71,289598518,133,1,0,730,112,11,0,7,0.6,27.0
150,15,0.1,async,0,1277887452,1355,1,0,83928,0,150,1,14,1.0,72.14666666666666
200,5,0.05,async,112,246696954,2920,1,0,7694,0,200,1,0,1.0,7.71
50,10,0.3,sync,56,396801064,7,1,0,11838,0,50,1,7,1.0,31.4
150,12,0.3,sync,14,859080473,6,1,0,160856,0,150,0,4,1.0,44.88
50,10,0.05,sync,16,1137436325,27,0,2,2326,920,1,1,0,0.78,32.24
200,5,0.1,sync,101,565422646,7,1,0,16058,0,200,0,3,1.0,7.76
100,12,0.05,sync,13,1750442700,27,0,2,10870,592,9,1,0,1.0,46.86
20,10,0.5,sync,10,1420942930,10,1,0,3124,0,20,1,2,1.0,28.6
200,10,0.05,async,48,217098288,3192,1,0,31820,0,200,1,5,1.0,31.43
50,10,0.05,async,52,1684539213,785,1,0,2682,614,17,1,0,0.36,27.36
100,8,0.2,sync,93,925194019,5,1,0,20566,0,100,1,0,1.0,19.38
50,12,0.2,async,105,1623638342,350,1,0,11220,248,7,0,4,1.0,42.24
100,5,0.05,sync,101,927069006,29,1,0,2080,0,100,0,1,1.0,7.66
20,5,0.3,sync,1,187272186,9,1,0,424,0,20,0,0,1.0,7.0
150,15,0.3,sync,13,2072158922,4,1,0,248032,0,150,0,8,1.0,70.37333333333333
150,10,0.7,sync,114,320873011,3,1,0,259520,0,150,0,3,1.0,31.133333333333333
100,10,0.5,sync,39,2030978367,6,1,0,84138,0,100,1,1,1.0,30.72
200,10,0.1,async,99,831844945,1131,1,0,66328,0,200,1,3,1.0,32.25
150,15,0.7,sync,52,1578205844,3,1,0,585162,0,150,0,5,1.0,70.42666666666666
100,10,0.3,sync,51,2070900501,4,1,0,49210,0,100,0,8,1.0,31.02
20,12,0.7,sync,64,2016407675,5,1,0,6318,0,20,1,6,1.0,40.3
200,5,0.1,sync,100,946029277,6,1,0,15978,0,200,0,0,1.0,7.73
20,8,0.2,sync,111,2145360473,12,0,2,1026,76,1,1,3,1.0,18.1
150,15,0.2,sync,80,1268897529,6,1,0,172446,0,150,0,8,1.0,70.18666666666667
150,12,0.3,sync,114,1575857079,6,1,0,157360,0,150,1,8,1.0,44.973333333333336
200,10,0.05,async,6,810807572,2083,1,0,31104,0,200,0,4,1.0,31.18
20,15,0.7,sync,59,351647947,5,1,0,9698,0,20,1,4,1.0,61.8
100,15,0.7,async,10,1776779931,599,1,0,257168,0,100,1,5,1.0,70.12
50,10,0.3,sync,36,313049075,9,1,0,12128,0,50,1,1,1.0,31.16
200,5,0.5,sync,53,1457177361,3,1,0,79530,0,200,0,4,1.0,7.58
50,8,0.2,async,110,1012561428,492,1,0,5174,158,2,1,1,0.54,19.24
200,8,0.1,async,81,1617467782,1028,1,0,42018,0,200,1,5,1.0,21.1
100,15,0.2,sync,73,632904630,10,1,0,79046,0,100,0,5,1.0,70.44
50,8,0.05,async,52,592307390,731,1,0,1480,98,28,1,0,1.0,19.44
20,5,0.5,async,84,219298853,74,1,0,886,0,20,0,4,1.0,6.4
100,10,0.7,async,73,911058014,561,1,0,113312,0,100,1,1,1.0,30.98
100,5,0.05,sync,4,1116617268,18,0,2,2106,448,5,1,0,1.0,7.76
50,8,0.05,sync,66,1256531668,21,0,2,1760,524,1,0,1,0.56,20.32
150,5,0.3,async,117,1959425574,1312,1,0,27236,0,150,0,4,1.0,7.6
100,5,0.2,async,18,697349601,587,1,0,7992,0,100,0,3,1.0,7.64
20,15,0.5,async,61,2123388276,110,1,0,6152,0,20,1,2,1.0,61.0
100,8,0.05,async,53,394300882,1795,1,0,5336,284,19,1,1,0.55,19.98
200,15,0.05,async,94,1769835703,2239,1,0,70300,0,200,0,2,1.0,72.16
150,15,0.2,async,31,1137203081,802,1,0,168640,0,150,0,11,1.0,72.57333333333334
50,15,0.2,async,10,1429410220,457,1,0,18882,0,50,1,4,1.0,68.48
20,12,0.5,async,82,779278296,52,1,0,4538,0,20,1,5,1.0,42.8
150,12,0.3,sync,73,1689620845,6,1,0,163968,0,150,1,0,1.0,45.45333333333333
50,12,0.2,sync,54,986835310,8,1,0,11642,0,50,1,2,1.0,44.24
50,15,0.2,async,58,500867024,706,1,0,17876,0,50,1,0,1.0,68.72
50,5,0.7,sync,68,1934644650,2,1,0,6868,0,50,0,4,1.0,7.32
100,8,0.2,async,30,374913670,712,1,0,20576,0,100,0,7,1.0,19.34
20,8,0.3,sync,36,198038390,15,0,2,1080,234,1,1,0,1.0,20.0
100,12,0.2,async,81,1071056773,668,1,0,46944,0,100,0,0,1.0,44.66
150,15,0.1,async,74,98262333,1074,1,0,79674,0,150,0,7,1.0,71.42666666666666
50,5,0.1,async,23,819546828,464,1,0,852,104,20,1,0,0.52,7.28
20,10,0.05,async,117,221607471,173,1,0,706,162,11,1,4,0.3,24.7
20,8,0.7,sync,80,1897341679,4,1,0,2820,0,20,0,1,1.0,18.1
50,5,0.3,async,25,462035216,261,1,0,3106,0,50,1,2,1.0,7.76
100,10,0.7,async,108,1132128160,568,1,0,112422,0,100,0,5,1.0,30.62
50,12,0.05,sync,30,1973578899,36,0,2,3396,1736,1,0,2,0.8,36.52
100,12,0.5,async,73,267204744,498,1,0,118930,0,100,0,1,1.0,44.16
20,12,0.5,async,94,2157755233,120,1,0,4674,0,20,1,4,1.0,40.7
150,10,0.7,async,84,852214957,844,1,0,258068,0,150,0,5,1.0,31.066666666666663
200,12,0.2,async,83,1812570263,1438,1,0,188868,0,200,1,0,1.0,45.68
50,8,0.3,async,82,1907610339,227,1,0,7312,0,50,1,1,1.0,19.88
150,5,0.3,sync,108,728913258,6,1,0,26372,0,150,1,0,1.0,7.76
50,10,0.2,async,3,1128375398,450,1,0,8814,0,50,1,5,1.0,31.28
50,5,0.2,sync,117,1662661857,10,0,2,2020,300,1,1,0,0.52,7.32
20,12,0.1,sync,104,774128929,10,0,2,1086,894,1,0,1,0.65,32.5
50,15,0.05,async,117,879476450,509,1,0,4924,514,18,1,0,0.44,66.6
200,15,0.3,sync,2,1633201983,8,1,0,446288,0,200,1,7,1.0,71.26
100,12,0.1,sync,101,902303255,28,0,2,24520,2760,1,1,1,1.0,45.64
200,8,0.7,sync,75,706639171,3,1,0,293552,0,200,1,0,1.0,19.86
150,5,0.2,async,70,190562614,1222,1,0,17784,0,150,1,0,1.0,7.506666666666667
20,15,0.1,async,45,303599596,285,1,0,1886,164,9,1,0,0.75,69.7
20,12,0.05,sync,33,75630283,18,0,2,960,568,1,1,3,0.8,36.7
50,12,0.3,sync,46,722812299,10,1,0,16958,0,50,0,3,1.0,44.04
150,15,0.05,async,32,55006632,1747,1,0,41040,294,24,1,1,1.0,71.73333333333333
20,15,0.1,async,110,799306056,282,1,0,1894,168,11,0,0,0.6,65.5
100,10,0.3,async,81,805353653,708,1,0,47036,0,100,1,4,1.0,32.02
200,12,0.1,async,68,2129385972,1508,1,0,93976,0,200,1,3,1.0,45.31
150,10,0.3,async,77,660913313,953,1,0,109028,0,150,1,3,1.0,31.946666666666665
20,15,0.05,sync,84,482569707,15,0,2,1546,924,1,1,4,0.4,72.2
200,8,0.5,sync,85,1300419278,4,1,0,208112,0,200,0,1,1.0,20.02
200,8,0.1,async,116,1838537928,1251,1,0,42884,0,200,1,1,1.0,20.6
150,15,0.5,async,37,700955855,800,1,0,416564,0,150,0,4,1.0,71.58666666666667
20,10,0.2,sync,94,2063001512,12,0,2,1176,374,1,0,1,1.0,24.8
200,8,0.1,async,69,238990845,1656,1,0,43104,0,200,0,3,1.0,20.34
50,12,0.2,async,98,290934124,235,1,0,11494,0,50,0,1,1.0,41.16
20,12,0.5,sync,79,508476853,8,1,0,4260,0,20,0,0,1.0,41.4
200,10,0.5,sync,21,841662860,3,1,0,326284,0,200,0,6,1.0,31.05
100,5,0.2,async,93,1284601499,679,1,0,7902,0,100,0,4,1.0,7.34
200,10,0.5,sync,0,1138517502,4,1,0,335266,0,200,0,3,1.0,31.59
150,12,0.05,async,68,791062165,2328,1,0,27378,0,150,0,3,1.0,44.906666666666666
150,5,0.5,async,38,924724007,805,1,0,45694,0,150,1,0,1.0,7.813333333333333
100,15,0.7,sync,36,719719748,4,1,0,256566,0,100,0,1,1.0,68.24
150,12,0.3,async,51,926237843,927,1,0,159418,0,150,1,1,1.0,45.57333333333333
200,10,0.7,sync,37,2044945591,3,1,0,458226,0,200,1,7,1.0,31.81
200,5,0.3,sync,45,1044908792,4,1,0,48132,0,200,0,2,1.0,7.36
20,5,0.2,sync,8,1971485068,11,0,2,306,64,6,0,0,1.0,6.8
50,5,0.1,async,114,1064171365,627,1,0,1030,0,50,1,0,1.0,7.28
200,15,0.5,sync,51,490205101,6,1,0,745080,0,200,1,7,1.0,72.08
200,10,0.05,async,67,780795795,1915,1,0,32674,0,200,0,0,1.0,31.5
50,10,0.2,async,68,1624081858,403,1,0,7512,0,50,1,5,1.0,30.92
100,15,0.05,sync,114,791275130,28,0,2,19042,1484,1,1,0,1.0,71.14
50,10,0.7,sync,19,2042364141,5,1,0,28898,0,50,0,2,1.0,30.24
100,5,0.5,sync,82,209948027,4,1,0,20078,0,100,1,0,1.0,7.64
100,10,0.7,async,72,1391003532,654,1,0,113894,0,100,0,5,1.0,30.66
50,5,0.7,sync,77,259313071,6,1,0,6776,0,50,0,4,1.0,7.32
100,8,0.5,async,2,292630502,814,1,0,50740,0,100,1,2,1.0,19.66
150,15,0.1,sync,102,427472536,13,1,0,85822,0,150,1,4,1.0,71.68
200,10,0.2,async,67,1332065628,1543,1,0,130248,0,200,1,2,1.0,31.31
50,5,0.5,sync,117,1711568528,4,1,0,4902,0,50,0,2,1.0,7.12
200,5,0.7,sync,108,1259764827,2,1,0,111524,0,200,1,1,1.0,7.68
20,15,0.7,sync,66,1684352165,6,1,0,9464,0,20,0,14,1.0,60.3
150,5,0.5,async,119,978464219,653,1,0,45340,0,150,0,0,1.0,7.453333333333333
100,15,0.5,async,93,1571541550,481,1,0,186728,0,100,0,1,1.0,69.96
20,10,0.2,async,20,1918066401,210,1,0,1120,96,9,0,3,1.0,28.3
100,12,0.1,sync,66,681233109,11,1,0,23196,0,100,0,5,1.0,44.56
200,10,0.3,sync,116,2052495765,4,1,0,198360,0,200,0,7,1.0,31.4
20,8,0.5,async,49,526725346,94,1,0,2224,0,20,0,2,1.0,18.0
50,8,0.1,sync,89,736089862,12,0,2,2888,138,31,1,2,1.0,19.52
50,8,0.05,sync,73,441752238,20,0,2,2036,196,10,0,2,0.8,19.96
20,15,0.5,async,43,1079745251,71,1,0,6892,0,20,1,3,1.0,65.0
50,8,0.5,sync,7,173228937,5,1,0,13210,0,50,0,2,1.0,19.32
200,8,0.1,sync,8,1658126023,8,1,0,40864,0,200,0,3,1.0,19.69
150,12,0.2,async,41,2124340537,820,1,0,105014,0,150,1,1,1.0,45.946666666666665
200,12,0.7,sync,22,852375609,3,1,0,660650,0,200,0,10,1.0,45.29
20,8,0.3,async,61,245826779,122,1,0,1204,0,20,0,4,1.0,17.8
20,5,0.7,sync,64,1711472401,6,1,0,966,0,20,0,2,1.0,6.7
200,5,0.7,sync,101,2074544257,2,1,0,111742,0,200,0,0,1.0,7.63
20,10,0.5,async,52,797218201,102,1,0,3410,0,20,0,3,1.0,29.0
200,8,0.7,async,91,1070651183,1809,1,0,294048,0,200,1,2,1.0,20.4
20,8,0.3,sync,29,1012817820,9,1,0,1410,0,20,1,2,1.0,18.4
100,10,0.2,async,24,1209230114,628,1,0,31816,0,100,0,1,1.0,31.62
100,10,0.7,sync,34,1652731919,3,1,0,117770,0,100,1,3,1.0,31.58
150,8,0.7,async,87,1859741851,753,1,0,161688,0,150,0,5,1.0,19.88
20,8,0.5,async,28,823579988,86,1,0,2186,0,20,1,0,1.0,19.7
20,15,0.05,sync,75,2157901286,14,0,2,1658,1036,1,1,1,0.65,51.0
200,10,0.7,sync,61,506932169,3,1,0,459400,0,200,0,2,1.0,30.71
50,12,0.7,sync,37,1256741304,4,1,0,39604,0,50,0,0,1.0,41.96
50,10,0.5,async,50,997784218,257,1,0,21150,0,50,1,6,1.0,30.76
150,5,0.2,async,11,1408167003,1611,1,0,17810,0,150,1,1,1.0,7.76
20,10,0.5,sync,38,309308858,7,1,0,2824,0,20,1,2,1.0,29.4
150,15,0.05,async,70,1182401646,2733,1,0,42984,304,21,1,3,1.0,73.06666666666666
20,15,0.2,async,43,225517730,174,1,0,2702,174,6,1,3,1.0,65.4
150,12,0.3,async,84,2007860138,985,1,0,155998,0,150,0,7,1.0,45.06666666666667
100,5,0.2,async,115,507801339,581,1,0,7914,0,100,0,2,1.0,7.64
150,5,0.2,sync,110,1898249754,5,1,0,18004,0,150,0,1,1.0,7.693333333333333
20,12,0.2,async,42,1536591731,128,1,0,1534,230,6,0,9,0.65,40.6
200,8,0.05,async,54,1711530238,1979,1,0,21704,0,200,1,0,1.0,20.57
100,15,0.7,async,65,2081602066,437,1,0,258964,0,100,1,12,1.0,70.34
20,12,0.1,sync,55,2083278756,19,0,2,1314,380,1,0,4,0.85,42.8
20,10,0.1,sync,95,2037189860,19,0,2,842,416,1,1,0,0.85,31.0
20,12,0.1,sync,25,1907981329,22,0,2,1468,678,1,0,3,0.75,37.1
20,15,0.05,sync,46,1502658341,10,0,2,1990,1740,1,1,1,0.4,48.5
200,8,0.3,sync,111,783845523,4,1,0,124880,0,200,0,1,1.0,20.16
20,12,0.5,sync,43,668013338,11,0,2,4164,776,1,0,3,1.0,38.0
150,8,0.05,sync,118,208949813,28,1,0,11716,0,150,1,1,1.0,20.346666666666668
100,12,0.7,async,96,171207896,745,1,0,166586,0,100,1,4,1.0,44.16
50,12,0.7,async,110,1969683039,219,1,0,41422,0,50,0,11,1.0,42.52
50,12,0.3,async,38,477354085,275,1,0,17932,0,50,1,11,1.0,43.4
20,12,0.5,sync,39,241633988,6,1,0,4798,0,20,0,0,1.0,39.0
20,5,0.05,async,48,520945958,141,1,0,170,20,11,0,2,0.55,6.6
20,10,0.3,sync,50,80131165,13,0,2,1672,274,1,1,3,1.0,29.7
20,10,0.2,sync,4,1437770344,12,0,2,1494,394,1,1,3,0.55,27.5
100,10,0.5,async,61,717993669,499,1,0,82500,0,100,0,1,1.0,31.48
50,5,0.05,async,81,1493067733,1161,1,0,512,52,31,0,1,0.6,6.96
150,8,0.3,async,102,891640047,1314,1,0,70530,0,150,0,0,1.0,19.346666666666668
100,5,0.1,async,75,374271639,722,1,0,4140,0,100,0,0,1.0,7.54
200,8,0.05,async,85,1506221034,2685,1,0,20642,0,200,1,1,1.0,20.1
50,15,0.3,async,21,1729084716,497,1,0,25930,0,50,1,0,1.0,69.96
150,10,0.5,async,114,1359986113,877,1,0,186396,0,150,0,6,1.0,31.08
100,5,0.7,async,15,679859533,654,1,0,27866,0,100,0,0,1.0,7.62
200,10,0.05,sync,45,850956582,13,1,0,33760,0,200,1,0,1.0,32.49
150,10,0.5,sync,43,591813079,3,1,0,187332,0,150,0,8,1.0,30.986666666666668
150,5,0.2,async,17,1073333091,913,1,0,17590,0,150,0,1,1.0,7.506666666666667
50,5,0.7,sync,98,2109942077,3,1,0,6582,0,50,0,2,1.0,6.84
50,12,0.5,async,31,1557625347,223,1,0,29020,0,50,1,1,1.0,42.0
20,15,0.7,sync,31,1463282019,6,1,0,9914,0,20,1,4,1.0,60.4
100,10,0.2,async,68,1902452329,645,1,0,33642,0,100,1,8,1.0,32.18
150,5,0.3,sync,62,796904305,4,1,0,27334,0,150,0,4,1.0,7.68
100,5,0.2,sync,41,175466235,6,1,0,7758,0,100,0,3,1.0,7.26
200,5,0.5,sync,67,1975102149,4,1,0,79324,0,200,0,2,1.0,7.49
50,5,0.3,async,86,432023439,200,1,0,2928,0,50,0,1,1.0,6.92
20,5,0.7,async,59,1635684237,50,1,0,1158,0,20,0,1,1.0,7.3
50,5,0.5,sync,55,2122186936,6,1,0,4958,0,50,1,1,1.0,7.44
200,12,0.7,sync,61,1599163992,3,1,0,662140,0,200,1,8,1.0,45.68
20,10,0.1,async,49,2122783475,151,1,0,846,46,9,0,2,0.5,28.0
100,15,0.3,async,48,1798754984,630,1,0,113432,0,100,1,1,1.0,70.7
200,5,0.1,sync,94,1380202076,7,1,0,16442,0,200,0,3,1.0,7.83
200,15,0.1,async,117,444073047,1425,1,0,150976,0,200,0,8,1.0,70.94
200,15,0.2,sync,102,1661904013,6,1,0,291358,0,200,0,7,1.0,71.18
50,5,0.5,sync,100,287318872,5,1,0,4742,0,50,1,1,1.0,7.04
150,12,0.7,sync,14,1865161547,5,1,0,372924,0,150,1,3,1.0,45.29333333333334
50,8,0.5,sync,68,143217160,3,1,0,12964,0,50,0,3,1.0,18.8
20,12,0.5,async,43,131828800,111,1,0,4118,174,2,0,7,1.0,43.9
100,8,0.3,async,46,1573299748,489,1,0,30832,0,100,0,4,1.0,20.08
20,15,0.2,sync,7,1825898490,14,0,2,3250,164,1,1,1,1.0,64.5
50,15,0.2,sync,36,471688924,10,0,2,18524,274,2,0,0,1.0,65.44
20,12,0.05,sync,91,1286777286,9,0,2,878,770,1,1,2,0.45,45.6
200,5,0.05,async,60,748860800,2390,1,0,8358,626,14,0,1,1.0,7.74
150,12,0.3,async,7,233015628,982,1,0,160838,0,150,1,7,1.0,45.86666666666667
200,8,0.1,async,3,223229903,1464,1,0,41342,0,200,0,2,1.0,19.95
50,5,0.1,async,103,1353232558,664,1,0,1058,0,50,0,0,1.0,6.76
150,12,0.5,async,6,978452978,725,1,0,267888,0,150,0,3,1.0,45.12
100,12,0.05,sync,53,2017285565,28,0,2,10706,474,49,1,0,1.0,45.64
100,12,0.05,async,39,110237376,2120,1,0,10864,468,18,0,4,1.0,45.48
50,10,0.3,sync,116,846734805,7,1,0,11696,0,50,0,3,1.0,28.68
200,15,0.1,async,105,1213079758,2450,1,0,150896,0,200,1,7,1.0,71.85
50,12,0.3,async,117,1490985333,308,1,0,17810,0,50,0,5,1.0,44.56
200,10,0.2,async,104,692583625,1107,1,0,129458,0,200,0,2,1.0,31.36
200,15,0.5,async,75,1806314700,1099,1,0,749330,0,200,1,10,1.0,71.94
100,15,0.3,sync,41,1906895041,6,1,0,110040,0,100,0,0,1.0,69.56
50,5,0.5,async,68,1679212967,239,1,0,4912,0,50,0,1,1.0,7.24
50,8,0.2,async,5,250012103,390,1,0,4504,0,50,1,1,1.0,19.04
200,15,0.7,async,71,778361794,1299,1,0,1034556,0,200,0,4,1.0,71.78
20,5,0.05,sync,66,852317304,6,0,2,148,106,3,1,0,0.8,4.6
50,10,0.2,async,25,450914125,356,1,0,8502,0,50,1,2,1.0,29.96
20,10,0.5,async,71,1360915708,85,1,0,3060,0,20,1,2,1.0,29.0
150,15,0.3,sync,54,1859056269,4,1,0,249888,0,150,1,4,1.0,70.02666666666667
100,12,0.2,sync,88,1697121618,8,1,0,46706,0,100,0,0,1.0,43.26
20,10,0.3,async,63,1801586002,116,1,0,2162,0,20,0,7,1.0,30.6
100,15,0.2,sync,86,1630774936,7,1,0,72524,0,100,1,9,1.0,71.52
150,5,0.1,async,85,1266514786,1008,1,0,8900,0,150,1,4,1.0,7.586666666666667
50,12,0.3,sync,53,2055516517,6,1,0,18100,0,50,1,5,1.0,42.4
100,5,0.7,sync,106,217844697,3,1,0,27580,0,100,0,4,1.0,7.54
20,15,0.2,sync,23,1483271129,22,0,2,3276,864,1,1,1,0.45,63.6
100,8,0.3,sync,106,1217255229,4,1,0,31810,0,100,1,3,1.0,19.1
100,8,0.1,async,111,1466626784,1741,1,0,10398,0,100,0,0,1.0,19.68
20,5,0.05,sync,23,1826633219,8,0,2,174,120,1,1,1,0.45,5.4
50,10,0.2,async,105,984599855,356,1,0,7544,0,50,1,3,1.0,30.28
50,10,0.2,async,23,1311466274,377,1,0,8330,462,2,1,6,1.0,30.16
20,8,0.1,async,49,511792953,148,1,0,644,104,6,1,2,0.75,17.2
50,15,0.7,async,104,2027692740,212,1,0,66252,0,50,0,9,1.0,66.36
150,15,0.05,async,116,1015071712,2192,1,0,44304,0,150,1,0,1.0,73.32
150,15,0.05,sync,115,788377857,23,1,0,39702,0,150,1,1,1.0,71.0
20,12,0.1,async,93,1769829495,183,1,0,964,104,11,0,1,0.8,38.5
20,10,0.2,sync,14,1529315782,10,0,2,1402,390,1,0,1,1.0,28.2
150,15,0.3,async,109,822373016,781,1,0,250368,0,150,0,6,1.0,71.54666666666667
20,12,0.7,sync,4,1566473934,3,1,0,6492,0,20,0,9,1.0,42.0
150,10,0.2,async,116,869947105,874,1,0,74534,0,150,0,5,1.0,31.84
200,12,0.3,sync,115,1377850571,4,1,0,287178,0,200,0,9,1.0,45.43
100,10,0.7,async,1,1329469871,496,1,0,112484,0,100,0,1,1.0,31.36
20,8,0.1,async,2,1115060948,149,1,0,450,86,11,0,3,0.3,18.1
20,15,0.7,async,73,1576212108,71,1,0,10736,0,20,1,11,1.0,62.6
200,15,0.2,sync,24,267666134,7,1,0,296428,0,200,0,3,1.0,70.72
200,12,0.05,sync,71,1692106482,17,1,0,46930,0,200,1,0,1.0,45.99
50,10,0.1,async,2,1963115895,457,1,0,3712,196,17,1,4,0.58,30.36
20,5,0.5,async,13,157765192,71,1,0,744,0,20,1,3,1.0,7.8
50,8,0.3,sync,76,1635143765,9,1,0,7628,0,50,1,3,1.0,19.04
150,10,0.3,sync,31,22264987,4,1,0,107762,0,150,0,2,1.0,30.73333333333333
200,10,0.7,async,10,1335128757,1212,1,0,460048,0,200,0,4,1.0,32.04
20,15,0.7,async,47,1827294031,104,1,0,10162,0,20,1,0,1.0,63.7
200,8,0.3,async,89,925122258,1129,1,0,125766,0,200,0,0,1.0,20.41
20,10,0.2,async,116,2109124770,159,1,0,1612,96,14,1,4,0.8,29.2
20,12,0.7,sync,99,89994173,7,1,0,6582,0,20,0,11,1.0,40.2
150,12,0.7,async,78,1300630363,1252,1,0,372720,0,150,0,0,1.0,44.28
50,12,0.5,sync,25,1285158773,5,1,0,30078,0,50,0,10,1.0,44.16
50,5,0.05,async,106,1622592441,399,1,0,526,94,25,0,0,0.8,6.44
200,15,0.05,sync,16,1011121249,20,1,0,77516,0,200,1,8,1.0,72.2
150,8,0.2,async,14,1548443725,1284,1,0,45784,0,150,0,4,1.0,20.32
200,15,0.3,sync,115,1101026360,4,1,0,441204,0,200,0,13,1.0,70.21
20,12,0.5,async,69,2028230525,68,1,0,4066,0,20,1,0,1.0,40.5
50,10,0.05,sync,71,1541597347,34,0,2,2468,166,8,1,0,1.0,30.76
150,12,0.1,sync,35,59185294,11,1,0,52576,0,150,1,2,1.0,46.053333333333335
20,15,0.7,sync,103,1044870162,4,1,0,9458,0,20,0,2,1.0,62.4
50,5,0.2,sync,28,557485171,7,1,0,2012,0,50,1,2,1.0,7.2
100,15,0.1,async,67,1859411954,781,1,0,37562,0,100,1,7,1.0,69.88
20,8,0.1,sync,14,372459126,9,0,2,512,556,1,1,1,0.4,22.2
100,15,0.1,async,88,1562557312,1199,1,0,37922,0,100,1,7,1.0,71.88
50,8,0.5,sync,18,1932312505,4,1,0,13684,0,50,1,3,1.0,19.76
150,8,0.5,async,50,1437813911,706,1,0,116370,0,150,0,0,1.0,19.76
100,12,0.1,sync,85,1244930616,13,1,0,25176,0,100,1,7,1.0,44.12
150,15,0.5,sync,51,512241270,3,1,0,416984,0,150,0,7,1.0,69.97333333333333
50,5,0.05,sync,111,961725787,20,0,2,572,392,4,1,1,0.66,5.68
20,10,0.7,async,43,546896675,90,1,0,4706,0,20,1,3,1.0,30.7
200,5,0.1,async,101,1272062019,1468,1,0,15378,0,200,0,2,1.0,7.67
200,5,0.1,async,47,487294366,1085,1,0,15750,0,200,0,1,1.0,7.79
20,8,0.5,sync,118,1478826601,7,1,0,1992,0,20,0,5,1.0,18.9
150,12,0.5,async,117,1306829504,939,1,0,268082,0,150,1,0,1.0,45.29333333333334
100,5,0.5,sync,113,2052783584,3,1,0,19720,0,100,0,4,1.0,7.54
20,15,0.7,async,46,60417014,80,1,0,10214,0,20,0,3,1.0,64.8
100,5,0.2,async,30,2075826538,474,1,0,7554,0,100,0,0,1.0,7.54
150,12,0.2,async,79,1104251903,1095,1,0,107276,0,150,0,4,1.0,45.14666666666667
200,10,0.2,async,116,2071060562,1281,1,0,133782,0,200,1,5,1.0,31.56
20,5,0.1,async,95,720626117,185,1,0,154,14,18,1,1,0.55,7.7
50,8,0.05,async,49,1833466170,799,1,0,1466,164,21,0,0,0.56,18.72
200,12,0.5,sync,89,1089103476,5,1,0,480524,0,200,1,1,1.0,45.63
200,15,0.3,sync,101,583101572,5,1,0,438280,0,200,1,14,1.0,71.56
100,10,0.3,sync,96,236032437,9,1,0,48482,0,100,0,8,1.0,31.38
100,15,0.7,async,119,818224958,1360,1,0,256188,0,100,0,3,1.0,68.7
150,10,0.3,async,89,2039390250,1013,1,0,111002,0,150,0,0,1.0,31.25333333333333
100,5,0.1,sync,12,558196192,15,1,0,3852,0,100,1,1,1.0,7.58
200,12,0.1,async,39,1474143027,3188,1,0,96254,0,200,0,2,1.0,45.5
20,8,0.3,async,52,1921158358,127,1,0,1204,0,20,1,5,1.0,19.4
20,5,0.05,sync,107,738553538,9,0,2,140,88,5,1,0,0.5,6.9
100,12,0.2,async,15,1055295831,632,1,0,48472,0,100,0,4,1.0,44.54
150,8,0.1,async,87,350620240,1193,1,0,22866,0,150,0,7,1.0,20.0
150,5,0.2,async,119,929557548,675,1,0,17260,0,150,0,1,1.0,7.426666666666667
150,12,0.2,sync,86,1730316748,9,1,0,106780,0,150,0,0,1.0,44.973333333333336
20,5,0.05,sync,74,1804414891,15,0,2,156,72,6,1,1,0.5,7.3
200,5,0.05,async,19,862624566,1468,1,0,8016,0,200,0,0,1.0,7.69
100,5,0.3,sync,45,2142859024,4,1,0,11650,0,100,0,0,1.0,7.8
150,12,0.5,sync,96,2139868684,4,1,0,264098,0,150,1,2,1.0,44.84
150,15,0.3,sync,23,2163704360,5,1,0,254388,0,150,1,12,1.0,70.97333333333333
100,15,0.05,sync,98,1133902491,25,0,2,19124,724,2,0,0,1.0,72.0
150,8,0.5,sync,88,1858569552,5,1,0,117870,0,150,0,4,1.0,19.786666666666665
